symbol,name,current,chg,percent,current_year_percent,volume,amount,turnover_rate,pe_ttm,dividend_yield,market_capital
SH600927,永安期货,15.6,-0.08,-0.51%,-2.38%,3562149,55845982.0,0.68%,29.544,0.897%,22706666674.0
SH600546,山煤国际,17.72,-0.09,-0.51%,36.65%,29422782,521364518.0,1.48%,5.406,12.698%,35129122801.0
SH600048,保利发展,11.39,-0.06,-0.52%,-22.22%,66079061,756235572.0,0.55%,6.914,3.951%,136343350531.0
SH601988,中国银行,3.82,-0.02,-0.52%,28.34%,172927871,661761762.0,0.08%,4.924,6.073%,1124561362541.0
SH603180,金牌厨柜,24.99,-0.13,-0.52%,-10.92%,1010755,25332441.0,0.66%,14.775,2.881%,3854879481.0
SH600998,九州通,7.44,-0.04,-0.53%,23.13%,10142530,76335278.0,0.26%,13.471,3.226%,29082153906.0
SH603718,海利生物,10.8,-0.06,-0.55%,10.64%,5274201,57129829.0,0.82%,52.24,0.519%,7105320000.0
SH603119,浙江荣泰,23.65,-0.13,-0.55%,54.71%,5886259,139210286.0,8.58%,44.636,0.211%,6622000000.0
SH601788,光大证券,16.31,-0.09,-0.55%,11.04%,26830814,439069569.0,0.69%,21.65,1.288%,75201946392.0
SH600918,中泰证券,7.08,-0.04,-0.56%,10.81%,31003870,220361706.0,0.78%,37.448,0.367%,49337870352.0
SH605377,华旺科技,20.82,-0.12,-0.57%,-12.95%,2370500,49853714.0,1.32%,14.524,2.498%,6916577639.0
SH601000,唐山港,3.49,-0.02,-0.57%,34.49%,31917898,111695070.0,0.54%,11.302,5.731%,20681490863.0
SH600236,桂冠电力,5.27,-0.03,-0.57%,-5.12%,8832802,46663927.0,0.11%,18.725,3.795%,41540131017.0
SH603711,香飘飘,15.35,-0.09,-0.58%,2.86%,1037548,15962578.0,0.25%,21.562,1.042%,6304948030.0
SH600958,东方证券,8.55,-0.05,-0.58%,-2.84%,62591278,539698194.0,0.84%,17.035,1.754%,72646317247.0
SH603890,春秋电子,10.37,-0.06,-0.58%,14.85%,54740138,567716405.0,12.47%,230.971,0.964%,4552845277.0
SH603511,爱慕股份,16.72,-0.1,-0.59%,12.12%,740253,12386045.0,1.36%,27.698,4.396%,6823783120.0
SH601231,环旭电子,13.37,-0.08,-0.59%,-15.05%,5704844,76869537.0,0.26%,12.938,3.216%,29517031841.0
SH603326,我乐家居,10.07,-0.06,-0.59%,28.69%,9265486,93924965.0,2.94%,20.323,1.46%,3251650128.0
SH603256,宏和科技,8.23,-0.05,-0.6%,26.67%,6281900,51737613.0,0.71%,,0.365%,7263077875.0
SH605378,野马电池,21.69,-0.13,-0.6%,4.17%,653773,14202186.0,1.96%,28.957,2.305%,2892144600.0
SH603290,斯达半导,158.1,-0.97,-0.61%,-51.68%,1686601,268041608.0,0.99%,29.993,0.908%,27024469040.0
SH601939,建设银行,6.38,-0.04,-0.62%,20.68%,100893409,645542900.0,1.05%,4.844,6.097%,1595070036361.0
SH603666,亿嘉和,28.82,-0.18,-0.62%,-9.34%,2374420,69126264.0,1.15%,,0.559%,5951065317.0
SH603079,圣达生物,12.78,-0.08,-0.62%,2.32%,722061,9295277.0,0.42%,,0.469%,2187794883.0
SH600410,华胜天成,7.8,-0.05,-0.64%,59.51%,124709467,984848940.0,11.37%,,0.051%,8552658527.0
SH603876,鼎胜新材,14.03,-0.09,-0.64%,-36.86%,4365735,62017462.0,0.5%,10.935,3.4%,12413346235.0
SH601166,兴业银行,15.57,-0.1,-0.64%,-4.83%,69745839,1088776354.0,0.34%,3.627,7.63%,323455694272.0
SH603281,江瀚新材,27.48,-0.18,-0.65%,10.84%,1216592,33842575.0,1.3%,13.791,3.119%,10259200018.0
SH600476,湘邮科技,16.49,-0.11,-0.66%,-2.66%,16656361,275619028.0,10.34%,,,2656044300.0
SH600143,金发科技,7.45,-0.05,-0.67%,-21.03%,11489552,86444199.0,0.45%,15.637,3.074%,19906469330.0
SH603535,嘉诚国际,16.21,-0.11,-0.67%,-8.82%,1334740,21717036.0,0.61%,21.906,0.524%,3780956499.0
SH600557,康缘药业,16.14,-0.11,-0.68%,-12.86%,9496705,154543426.0,1.64%,18.771,1.363%,9435410945.0
SH600610,中毅达,7.1,-0.05,-0.7%,-55.26%,13244000,95185855.0,2.95%,,,7606049696.0
SH603061,金海通,84.27,-0.59,-0.7%,44.19%,1693800,141931497.0,11.29%,41.409,0.309%,5056200000.0
SH600861,北京人力,22.55,-0.16,-0.7%,2.64%,1380753,31226097.0,0.44%,,,12765841791.0
SH600566,济川药业,25.32,-0.18,-0.71%,-4.07%,9478056,240199341.0,1.04%,9.254,3.476%,23344955431.0
SH603259,药明康德,83.47,-0.6,-0.71%,4.4%,21187013,1789311073.0,0.83%,26.108,1.069%,247793693867.0
SH603089,正裕工业,11.02,-0.08,-0.72%,35.01%,20457492,223367099.0,9.19%,39.565,0.907%,2451962155.0
SH600622,光大嘉宝,2.68,-0.02,-0.74%,-18.04%,17376400,46828346.0,1.16%,,2.761%,4019156877.0
SH601088,中国神华,30.36,-0.23,-0.75%,19.74%,18599936,569314536.0,0.11%,9.77,8.399%,603208265834.0
SH603499,翔港科技,9.01,-0.07,-0.77%,19.85%,1843100,16714742.0,0.92%,98.807,0.444%,1812392521.0
SH603338,浙江鼎力,43.61,-0.34,-0.77%,-8.05%,3940545,173125976.0,0.78%,14.577,1.147%,22081831003.0
SH601011,宝泰隆,3.88,-0.03,-0.77%,11.82%,165234705,653214820.0,8.63%,70.641,,7432778411.0
SH605199,葫芦娃,15.28,-0.12,-0.78%,-4.62%,5005239,76970313.0,1.25%,68.369,,6113661731.0
SH601811,新华文轩,12.33,-0.1,-0.8%,27.02%,2158100,26723173.0,0.27%,10.557,2.758%,15213259530.0
SH603229,奥翔药业,13.7,-0.11,-0.8%,-18.99%,7796045,107450720.0,1.31%,29.811,0.584%,8125050629.0
SH603888,新华网,25.44,-0.21,-0.82%,47.28%,10332063,265372344.0,1.99%,52.302,0.735%,13204106918.0
SH600795,国电电力,3.55,-0.03,-0.84%,-13.44%,78509807,279305142.0,0.44%,18.184,4.225%,63316447741.0
SH603606,东方电缆,40.65,-0.35,-0.85%,-39.76%,8305146,339506371.0,1.21%,30.125,0.615%,27955629709.0
SH600027,华电国际,4.66,-0.04,-0.85%,-18.12%,77816173,363467727.0,0.91%,46.466,4.292%,47660434880.0
SH603931,格林达,27.83,-0.24,-0.86%,3.29%,765400,21413301.0,0.38%,37.896,0.898%,5553709715.0
SH600315,上海家化,23.68,-0.21,-0.88%,-25.05%,4410893,105202139.0,0.66%,28.959,0.891%,16012981005.0
SH603313,梦百合,11.05,-0.1,-0.9%,4.25%,3997700,44395001.0,0.82%,96.951,,5362554381.0
SH603386,骏亚科技,11.83,-0.11,-0.92%,17.62%,3849920,45251720.0,1.18%,29.962,1.691%,3860395885.0
SH605080,浙江自然,23.43,-0.22,-0.93%,-30.14%,1395026,32973380.0,2.96%,22.507,0.67%,3317056327.0
SH601069,西部黄金,12.78,-0.12,-0.93%,7.98%,6403817,82269404.0,0.94%,259.55,0.454%,11794068126.0
SH601901,方正证券,7.45,-0.07,-0.93%,16.97%,39447735,294823302.0,0.48%,28.31,0.161%,61329155393.0
SH605169,洪通燃气,10.6,-0.1,-0.93%,-2.49%,2688354,28660075.0,3.8%,23.978,1.887%,2998528000.0
SH603811,诚意药业,10.71,-0.1,-0.93%,8.68%,4127676,44311166.0,1.26%,18.723,1.671%,3505429267.0
SH603613,国联股份,34.89,-0.33,-0.94%,-42.57%,7383758,259195520.0,1.02%,18.785,0.45%,25202209291.0
SH600233,圆通速递,13.35,-0.13,-0.96%,-32.46%,9067060,121723260.0,0.26%,11.47,1.873%,45953709811.0
SH600392,盛和资源,10.16,-0.1,-0.97%,-26.87%,14793986,151154402.0,0.84%,53.926,0.984%,17808717951.0
SH600223,福瑞达,9.19,-0.09,-0.97%,-13.22%,5482585,50895633.0,0.54%,200.152,1.186%,9342267042.0
SH600259,广晟有色,32.9,-0.33,-0.99%,-18.16%,3214501,106042230.0,0.98%,75.151,,11068741439.0
SH601918,新集能源,4.99,-0.05,-0.99%,22.18%,29034201,146597696.0,1.12%,6.029,2.204%,12926803582.0
SH600516,方大炭素,5.95,-0.06,-1.0%,-2.78%,35090478,210144726.0,0.87%,30.707,,23954523690.0
SH600657,信达地产,3.92,-0.04,-1.01%,-23.02%,19982342,78855840.0,0.7%,27.869,1.02%,11179364092.0
SH603861,白云电器,10.64,-0.11,-1.02%,42.81%,47452808,495675449.0,11.19%,31.431,0.235%,4638811580.0
SH600645,中源协和,18.27,-0.19,-1.03%,7.41%,4845160,88758366.0,1.04%,65.348,,8549426220.0
SH603567,珍宝岛,12.47,-0.13,-1.03%,-2.02%,7536800,94317629.0,0.8%,40.472,0.225%,11746285992.0
SH600211,西藏药业,45.2,-0.47,-1.03%,30.44%,1835942,83404265.0,0.74%,15.931,4.31%,11206790504.0
SH601398,工商银行,4.71,-0.05,-1.05%,15.74%,348926020,1648499684.0,0.13%,4.63,6.433%,1678673470889.0
SH601949,中国出版,8.49,-0.09,-1.05%,71.45%,17766790,150923607.0,0.97%,22.794,1.213%,16164688778.0
SH605577,龙版传媒,12.96,-0.14,-1.07%,31.65%,20343788,263146264.0,10.8%,11.427,0.849%,5760000007.0
SH603000,人民网,32.45,-0.35,-1.07%,93.31%,48366286,1585711565.0,4.37%,133.513,0.502%,35879674767.0
SH603225,新凤鸣,12.04,-0.13,-1.07%,10.66%,4967572,60333169.0,0.32%,,1.869%,18414817596.0
SH605020,永和股份,22.7,-0.25,-1.09%,-18.54%,2334960,53656920.0,1.34%,31.531,0.789%,8608556843.0
SH600525,长园集团,5.46,-0.06,-1.09%,16.67%,57956113,319746101.0,4.44%,11.863,,7179491330.0
SH601985,中国核电,7.19,-0.08,-1.1%,22.69%,34803214,251444512.0,0.18%,14.124,2.364%,135770818194.0
SH601288,农业银行,3.56,-0.04,-1.11%,30.34%,540132729,1923114228.0,0.17%,4.726,6.236%,1245939600588.0
SH603056,德邦股份,14.13,-0.16,-1.12%,-32.17%,3703777,52659602.0,0.39%,17.921,,14510877894.0
SH603185,弘元绿能,36.3,-0.41,-1.12%,-49.76%,4962385,182476307.0,0.87%,8.477,6.314%,20974667984.0
SH600822,上海物贸,10.52,-0.12,-1.13%,27.36%,5392500,57216644.0,1.36%,21.712,,5217635055.0
SH601089,福元医药,17.28,-0.2,-1.14%,15.18%,2756300,47713747.0,1.34%,17.177,2.315%,8294400000.0
SH603630,拉芳家化,14.59,-0.17,-1.15%,-6.2%,2840900,41453977.0,1.26%,48.302,0.891%,3285734822.0
SH603726,朗迪集团,14.55,-0.17,-1.15%,25.16%,22400816,323264643.0,12.07%,30.847,2.405%,2701224960.0
SH601519,大智慧,7.69,-0.09,-1.16%,33.74%,47864696,372440003.0,2.39%,58.52,,15529361332.0
SH601995,中金公司,37.43,-0.44,-1.16%,-1.39%,13790500,517753235.0,1.48%,24.695,0.481%,180684224569.0
SH603351,威尔药业,24.61,-0.29,-1.16%,15.03%,426400,10523162.0,0.32%,38.038,1.138%,3334124212.0
SH603165,荣晟环保,13.52,-0.16,-1.17%,27.87%,2212168,30007585.0,0.79%,14.757,3.402%,3764390852.0
SH605567,春雪食品,12.51,-0.15,-1.18%,-17.98%,912104,11498717.0,0.74%,49.759,1.199%,2502000000.0
SH600729,重庆百货,29.06,-0.35,-1.19%,25.81%,1326002,38768943.0,0.33%,9.749,2.34%,11813717193.0
SH600615,丰华股份,10.6,-0.13,-1.21%,18.83%,15016310,157562618.0,8.0%,,,1993017385.0
SH605180,华生科技,13.05,-0.16,-1.21%,9.98%,1515003,19758695.0,3.12%,53.788,1.18%,2205450000.0
SH600329,达仁堂,30.01,-0.37,-1.22%,5.37%,5505862,165785746.0,0.97%,20.722,3.732%,23115204781.0
SH601126,四方股份,14.4,-0.18,-1.23%,3.21%,3535300,51371674.0,0.43%,19.693,4.271%,11709676800.0
SH600901,江苏金租,4.79,-0.06,-1.24%,29.79%,18800346,90660997.0,0.44%,7.983,5.219%,20333203391.0
SH603063,禾望电气,23.07,-0.29,-1.24%,-17.08%,5506453,128172723.0,1.24%,20.528,0.264%,10225246890.0
SH605168,三人行,57.0,-0.72,-1.25%,-5.53%,2246940,129173183.0,1.54%,11.421,2.649%,8423920959.0
SH603093,南华期货,12.54,-0.16,-1.26%,38.37%,4650325,58792400.0,0.76%,18.543,0.447%,7650226298.0
SH601375,中原证券,3.93,-0.05,-1.26%,8.17%,51399649,203485848.0,1.49%,45.696,0.178%,18246536871.0
SH603986,兆易创新,96.45,-1.23,-1.26%,-5.36%,12525678,1191152059.0,1.89%,163.12,0.643%,64323117265.0
SH601236,红塔证券,7.86,-0.1,-1.26%,6.9%,44815174,353339880.0,0.95%,5167.371,0.636%,37073951652.0
SH603296,华勤技术,77.8,-1.0,-1.27%,-3.71%,6154436,477382731.0,10.35%,19.578,,56346837498.0
SH603486,科沃斯,43.55,-0.56,-1.27%,-39.52%,4651107,205538261.0,0.82%,17.865,2.051%,25110379746.0
SH603383,顶点软件,58.84,-0.76,-1.28%,37.07%,1511520,89272595.0,0.89%,52.335,1.36%,10074423931.0
SH601628,中国人寿,33.93,-0.44,-1.28%,-7.26%,11752011,403028558.0,0.06%,41.912,1.444%,959021440650.0
SH603533,掌阅科技,18.35,-0.24,-1.29%,27.3%,4169800,77505525.0,0.95%,143.536,0.817%,8053756922.0
SH600127,金健米业,7.64,-0.1,-1.29%,-0.65%,24179013,185192704.0,3.77%,,,4903223786.0
SH600835,上海机电,12.91,-0.17,-1.3%,18.3%,5000601,65171606.0,0.62%,11.875,3.331%,13203564466.0
SH601456,国联证券,11.31,-0.15,-1.31%,0.53%,65828580,751219916.0,2.76%,34.425,0.884%,32027354530.0
SH600350,山东高速,6.75,-0.09,-1.32%,25.89%,12949840,87896191.0,0.27%,10.598,5.911%,32672683982.0
SH603599,广信股份,18.64,-0.25,-1.32%,-7.89%,2932733,54940949.0,0.32%,8.099,4.984%,16969064639.0
SH600312,平高电气,10.36,-0.14,-1.33%,31.6%,11729900,122826851.0,0.86%,23.981,0.531%,14057704761.0
SH603083,剑桥科技,35.71,-0.48,-1.33%,217.7%,29121996,1038660689.0,11.18%,43.941,,9574027443.0
SH600285,羚锐制药,16.16,-0.22,-1.34%,28.67%,4570522,74168804.0,0.81%,17.908,3.713%,9165046911.0
SH603033,三维股份,16.9,-0.23,-1.34%,27.29%,5647661,95782687.0,0.56%,68.903,,17437508455.0
SH600325,华发股份,8.63,-0.12,-1.37%,-1.45%,21559600,186486997.0,1.02%,6.982,4.287%,18271100431.0
SH603605,珀莱雅,99.41,-1.39,-1.38%,-16.14%,4796502,477585093.0,1.21%,36.935,1.008%,39448208826.0
SH605099,共创草坪,20.0,-0.28,-1.38%,-11.59%,684500,13764576.0,0.17%,17.218,2.81%,8001800000.0
SH600011,华能国际,7.1,-0.1,-1.39%,-6.7%,100099457,706578285.0,0.91%,12.223,,111456462849.0
SH601336,新华保险,35.12,-0.5,-1.4%,19.63%,13436125,473645892.0,0.64%,10.326,3.075%,109558476592.0
SH603267,鸿远电子,55.19,-0.79,-1.41%,-45.14%,3381113,189418285.0,1.46%,23.648,0.67%,12810526192.0
SH603707,健友股份,11.83,-0.17,-1.42%,-33.86%,5818880,69672846.0,0.36%,17.366,0.972%,19124953932.0
SH605088,冠盛股份,20.76,-0.3,-1.42%,24.57%,6339509,130400436.0,3.86%,12.399,2.408%,3441551695.0
SH605337,李子园,15.12,-0.22,-1.43%,-15.02%,3205598,48903159.0,2.08%,23.391,1.528%,5963787648.0
SH601595,上海电影,17.94,-0.26,-1.43%,63.54%,5696600,102986991.0,1.27%,,,8040708000.0
SH600267,海正药业,10.08,-0.15,-1.47%,-7.25%,23285487,236893671.0,2.06%,20.655,1.657%,12175366664.0
SH603408,建霖家居,10.69,-0.16,-1.47%,3.05%,1006200,10773037.0,0.86%,12.309,4.397%,4800798825.0
SH603105,芯能科技,12.02,-0.18,-1.48%,-17.77%,8990331,109263116.0,1.8%,27.767,0.998%,6010000000.0
SH603218,日月股份,14.58,-0.22,-1.49%,-27.44%,11444578,169180031.0,1.18%,28.19,1.372%,15032271600.0
SH603529,爱玛科技,27.74,-0.42,-1.49%,-5.98%,3722127,105380945.0,1.67%,11.638,4.387%,23909794146.0
SH603889,新澳股份,6.57,-0.1,-1.5%,34.28%,7408525,48376848.0,1.03%,11.679,4.353%,4707043276.0
SH605009,豪悦护理,38.31,-0.59,-1.52%,-22.65%,1300695,50022992.0,0.84%,12.635,5.482%,5946744416.0
SH605058,澳弘电子,20.66,-0.32,-1.53%,12.34%,1352448,28068723.0,1.1%,22.597,1.452%,2952808807.0
SH600548,深高速,9.68,-0.15,-1.53%,13.21%,2390450,23234860.0,0.17%,10.078,4.773%,21109856756.0
SH603396,金辰股份,47.29,-0.74,-1.54%,-43.03%,1369220,65437480.0,1.18%,71.723,0.359%,5488737117.0
SH600111,北方稀土,20.32,-0.32,-1.55%,-18.31%,24544084,498537524.0,0.68%,26.881,0.837%,73458137909.0
SH603303,得邦照明,13.22,-0.21,-1.56%,-30.83%,1773376,23719838.0,0.37%,15.835,2.519%,6305207282.0
SH600094,大名城,3.13,-0.05,-1.57%,0.0%,43634465,136914442.0,1.92%,9.937,,7747767428.0
SH603678,火炬电子,26.25,-0.42,-1.57%,-35.26%,6234023,165120647.0,1.36%,21.56,1.333%,12046072946.0
SH603619,中曼石油,19.99,-0.32,-1.58%,13.28%,13889782,276682737.0,3.47%,10.94,1.751%,7996001999.0
SH603556,海兴电力,22.08,-0.36,-1.6%,28.95%,3659907,80909133.0,0.75%,13.383,3.17%,10790143603.0
SH601138,工业富联,13.54,-0.22,-1.6%,51.17%,193065907,2625027048.0,0.97%,13.21,4.062%,268983500815.0
SH603208,江山欧派,33.06,-0.54,-1.61%,-27.2%,2242592,74594639.0,1.27%,,4.664%,5857328602.0
SH601696,中银证券,10.95,-0.18,-1.62%,3.84%,36937154,407113930.0,1.33%,32.559,0.274%,30419100000.0
SH603659,璞泰来,24.35,-0.4,-1.62%,-31.5%,11397474,280119840.0,0.57%,16.294,0.965%,49094667040.0
SH603022,新通联,9.66,-0.16,-1.63%,9.07%,2016578,19582129.0,1.01%,44.728,0.569%,1932000000.0
SH603987,康德莱,9.54,-0.16,-1.65%,-29.58%,7701421,74336855.0,1.75%,15.553,2.306%,4207156981.0
SH600322,津投城开,2.38,-0.04,-1.65%,5.31%,82659763,200964980.0,7.48%,,,2631566000.0
SH603518,锦泓集团,8.28,-0.14,-1.66%,24.94%,3588500,30023341.0,1.04%,16.049,1.208%,2874957654.0
SH600369,西南证券,4.13,-0.07,-1.67%,10.84%,46678110,194847175.0,0.74%,47.605,0.726%,27444300682.0
SH600674,川投能源,14.3,-0.25,-1.72%,20.16%,8875276,127277497.0,0.2%,14.374,2.797%,63789748580.0
SH600885,宏发股份,30.07,-0.53,-1.73%,-8.88%,4280980,129549707.0,0.41%,23.527,1.197%,31353257517.0
SH603939,益丰药房,31.1,-0.55,-1.74%,-31.23%,4202900,131335197.0,0.42%,22.532,0.92%,31416902220.0
SH603997,继峰股份,14.05,-0.25,-1.75%,-8.05%,5531950,78200666.0,0.48%,,1.217%,16184138098.0
SH600503,华丽家族,2.77,-0.05,-1.77%,1.84%,92488601,256675031.0,5.77%,,0.181%,4438343300.0
SH600376,首开股份,3.83,-0.07,-1.79%,-31.05%,12542400,48630110.0,0.49%,,2.611%,9879734877.0
SH601865,福莱特,25.32,-0.47,-1.82%,-23.99%,5423081,138796695.0,0.32%,27.001,0.829%,59535517654.0
SH605369,拱东医疗,52.05,-0.97,-1.83%,-49.99%,332300,17346723.0,0.3%,33.219,1.537%,5861616996.0
SH600886,国投电力,11.63,-0.22,-1.86%,9.67%,23245664,271844902.0,0.33%,17.105,2.365%,86692111039.0
SH601028,玉龙股份,11.59,-0.23,-1.95%,1.29%,43503401,505926999.0,5.56%,20.595,0.854%,9075268558.0
SH600161,天坛生物,26.54,-0.53,-1.96%,12.07%,8641911,231379063.0,0.52%,37.456,0.188%,43732865139.0
SH603238,诺邦股份,12.72,-0.26,-2.0%,5.58%,2919740,37131808.0,1.64%,48.309,0.794%,2257914480.0
SH605228,神通科技,12.17,-0.25,-2.01%,43.92%,23298625,284204874.0,23.68%,140.237,0.263%,5170789600.0
SH603368,柳药集团,18.9,-0.39,-2.02%,3.55%,4449450,85158997.0,1.24%,8.549,2.688%,6846125662.0
SH603808,歌力思,11.66,-0.24,-2.02%,28.3%,2382550,27929893.0,0.65%,53.999,0.146%,4303622957.0
SH603108,润达医疗,15.33,-0.32,-2.04%,53.15%,44807954,697390707.0,7.73%,20.514,0.978%,8885907552.0
SH603129,春风动力,104.13,-2.19,-2.06%,-6.48%,1403183,147769337.0,0.93%,16.795,1.354%,15666791993.0
SH601162,天风证券,3.24,-0.07,-2.11%,12.89%,307141950,1005892064.0,3.54%,,0.34%,28077054183.0
SH600612,老凤祥,55.89,-1.24,-2.17%,33.6%,1826500,102387023.0,0.58%,14.037,2.612%,29237051830.0
SH600422,昆药集团,18.22,-0.41,-2.2%,30.13%,7353752,136202337.0,0.97%,35.416,0.878%,13810522575.0
SH600864,哈投股份,5.75,-0.13,-2.21%,22.34%,54683891,317112258.0,2.63%,,0.609%,11963280490.0
SH605258,协和电子,27.95,-0.65,-2.27%,12.07%,5793850,162111117.0,15.33%,43.537,0.716%,2459600000.0
SH600028,中国石化,5.48,-0.13,-2.32%,32.72%,178053641,983258824.0,0.19%,11.425,6.204%,656853183660.0
SH603127,昭衍新药,23.34,-0.56,-2.34%,-43.45%,17540554,420048972.0,2.78%,22.05,1.302%,17502402235.0
SH605117,德业股份,69.01,-1.67,-2.36%,-62.15%,7254190,508445991.0,4.96%,12.735,1.82%,29679878768.0
SH603087,甘李药业,43.7,-1.09,-2.43%,34.13%,7209724,318866222.0,1.36%,,0.682%,24719044840.0
SH603725,天安新材,9.85,-0.25,-2.48%,42.55%,11708260,114503180.0,5.7%,,,2150767200.0
SH601528,瑞丰银行,5.45,-0.14,-2.5%,14.39%,24193840,132290937.0,3.07%,6.549,2.11%,10693779603.0
SH603059,倍加洁,22.04,-0.58,-2.56%,16.5%,1940200,42694276.0,1.93%,19.507,0.817%,2210591723.0
SH600621,华鑫股份,12.03,-0.32,-2.59%,17.53%,37084417,452861892.0,3.5%,39.376,0.831%,12762618483.0
SH600398,海澜之家,7.38,-0.2,-2.64%,48.62%,17974497,133563014.0,0.42%,12.46,5.827%,31879917419.0
SH603305,旭升集团,18.24,-0.5,-2.67%,-20.51%,14814042,273845070.0,1.59%,21.796,0.471%,17021840378.0
SH603773,沃格光电,34.55,-0.95,-2.68%,76.91%,15170358,520902603.0,9.7%,,0.205%,5921267586.0
SH600867,通化东宝,10.29,-0.29,-2.74%,14.71%,19250138,200553303.0,0.97%,23.203,4.859%,20514323591.0
SH600938,中国海油,19.63,-0.57,-2.82%,37.25%,55263329,1091616885.0,1.94%,7.151,5.13%,933735577006.0
SH603309,维力医疗,13.37,-0.39,-2.83%,-31.9%,14415507,192443297.0,4.95%,22.658,2.543%,3919552115.0
SH600025,华能水电,7.38,-0.22,-2.89%,14.67%,39732122,294929367.0,0.22%,21.733,2.371%,132840000000.0
SH603392,万泰生物,41.6,-1.26,-2.94%,-53.54%,6184437,261912945.0,0.49%,14.087,1.716%,52757411158.0
SH603655,朗博科技,21.16,-0.64,-2.94%,-14.85%,6163000,127817802.0,5.81%,123.946,0.236%,2242960000.0
SH601059,信达证券,17.05,-0.52,-2.96%,107.08%,52844500,912314411.0,16.29%,38.036,0.258%,55293150000.0
SH600189,泉阳泉,8.63,-0.27,-3.03%,27.29%,24388850,211184181.0,3.41%,244.386,,6172157118.0
SH600900,长江电力,21.91,-0.69,-3.05%,8.46%,100522854,2220073377.0,0.44%,28.702,3.893%,536098650158.0
SH600380,健康元,11.39,-0.37,-3.15%,2.39%,20389870,233014476.0,1.07%,14.924,1.58%,21783706301.0
SH601799,星宇股份,142.16,-4.64,-3.16%,12.67%,4154321,588636484.0,1.45%,41.908,0.774%,40612186205.0
SH603983,丸美股份,23.3,-0.76,-3.16%,-30.34%,2219931,52147676.0,0.55%,49.752,1.073%,9343300000.0
SH600675,中华企业,3.36,-0.11,-3.17%,9.14%,18672269,63734390.0,0.31%,76.682,0.06%,20483014447.0
SH601881,中国银河,12.18,-0.42,-3.33%,33.61%,123566960,1525990087.0,1.8%,15.35,1.814%,128525455338.0
SH601728,中国电信,5.4,-0.19,-3.4%,33.71%,267548674,1459072872.0,1.37%,16.389,4.056%,494138548975.0
SH603337,杰克股份,19.85,-0.7,-3.41%,6.11%,1740700,34376406.0,0.36%,21.245,1.617%,9615717765.0
SH603806,福斯特,24.52,-0.88,-3.46%,-48.17%,17465233,434435137.0,0.94%,32.505,0.436%,45709323471.0
SH600095,湘财股份,8.27,-0.31,-3.61%,10.32%,66716029,558401635.0,2.33%,,0.834%,23645482635.0
SH600050,中国联通,4.51,-0.17,-3.63%,1.58%,384248764,1749314216.0,1.24%,17.829,2.373%,143436005327.0
SH603456,九洲药业,25.0,-0.95,-3.66%,-40.18%,10524402,266526357.0,1.17%,20.926,1.6%,22487308200.0
SH603868,飞科电器,55.75,-2.12,-3.66%,-14.62%,988280,55935204.0,0.23%,24.898,3.587%,24284700000.0
SH603879,永悦科技,6.25,-0.24,-3.7%,2.97%,9459968,59777884.0,2.63%,,0.096%,2254512125.0
SH600620,天宸股份,9.93,-0.39,-3.78%,-10.4%,24558821,234428005.0,3.58%,86.276,0.302%,6818703732.0
SH603882,金域医学,54.2,-2.15,-3.82%,-28.95%,2548737,140252292.0,0.55%,18.218,3.273%,25407403105.0
SH600419,天润乳业,11.92,-0.5,-4.03%,-23.17%,10716000,127899533.0,3.35%,20.619,1.569%,3816667732.0
SH600529,山东药玻,26.67,-1.18,-4.24%,-5.05%,11647410,314351766.0,1.76%,23.991,1.125%,17698588394.0
SH600941,中国移动,91.9,-4.1,-4.27%,41.72%,23404709,2173696047.0,3.09%,14.842,4.571%,1965530720118.0
SH601900,南方传媒,14.29,-0.65,-4.35%,75.88%,25573551,369599618.0,2.85%,12.697,3.289%,12802076128.0
SH601136,首创证券,23.88,-1.11,-4.44%,38.24%,79083473,1923308451.0,28.93%,111.358,0.775%,65272011144.0
SH600012,皖通高速,10.12,-0.48,-4.53%,46.36%,14878035,151375199.0,1.28%,10.371,5.435%,16785133200.0
SH605077,华康股份,22.54,-1.09,-4.61%,-24.12%,2558546,57347690.0,1.68%,15.172,2.662%,5149434304.0
SH603595,东尼电子,38.15,-1.85,-4.63%,-36.48%,8051482,309589028.0,3.46%,,0.121%,8867674737.0
SH600079,人福医药,21.36,-1.12,-4.98%,-10.03%,32575580,699611563.0,2.22%,15.127,0.749%,34867232391.0
SH601857,中国石油,7.33,-0.43,-5.54%,55.74%,220826914,1651755390.0,0.14%,8.767,5.866%,1341543767406.0
SH600155,华创云信,9.45,-0.57,-5.69%,45.38%,243533307,2354493398.0,10.77%,40.075,,21370453417.0
SH605599,菜百股份,13.34,-0.89,-6.25%,36.39%,5882071,79757251.0,1.0%,16.636,3.448%,10375555852.0
SH600266,城建发展,5.89,-0.46,-7.24%,29.16%,81078122,497616013.0,3.59%,,1.698%,13291006464.0
SH600511,国药股份,27.25,-2.43,-8.19%,-0.29%,18347404,505510660.0,3.32%,10.307,2.87%,20560206696.0
